"Ground Speed","ABS Enabled","ABS Active","TC Enabled","TC Active","In Pit","Engine Limiter","CG Accel Lateral","CG Accel Vertical","CG Accel Longitudinal","Lap Time","Session Lap Count","Throttle Pos","Brake Pos","Clutch Pos","Engine RPM","Steering Angle","Gear","CG Height","Wheel Angular Speed FL","Wheel Angular Speed FR","Wheel Angular Speed RL","Wheel Angular Speed RR","Tire Slip Angle FL","Tire Slip Angle FR","Tire Slip Angle RL","Tire Slip Angle RR","Tire Slip Ratio FL","Tire Slip Ratio FR","Tire Slip Ratio RL","Tire Slip Ratio RR","Tire Load FL","Tire Load FR","Tire Load RL","Tire Load RR","Tire Dirt Level FL","Tire Dirt Level FR","Tire Dirt Level RL","Tire Dirt Level RR","Tire Camber FL","Tire Camber FR","Tire Camber RL","Tire Camber RR","Tire Radius FL","Tire Radius FR","Tire Radius RL","Tire Radius RR","Tire Loaded Radius FL","Tire Loaded Radius FR","Tire Loaded Radius RL","Tire Loaded Radius RR","Suspension Travel FL","Suspension Travel FR","Suspension Travel RL","Suspension Travel RR","Car Pos Norm","Car Pitch Angle","Car Coord X","Car Coord Z","Car Coord Y","Raw Data Sampl Rate","Sampl Clock"
"km/h","","","","","","","G","G","G","s","","%","%","%","rpm","deg","","mm","rad/s","rad/s","rad/s","rad/s","deg","deg","deg","deg","%","%","%","%","N","N","N","N","","","","","deg","deg","deg","deg","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","","deg","m","m","m","Hz",""


"205.0","1","0","0","0","0","0","0.61","-0.22","0.23","10.850","10","100.0","0.0","100.0","7798","-5.0","6","372.85","167.9","169.0","166.1","167.1","0.93","1.02","0.76","0.92","-0.1","-0.1","2.3","2.3","2363","4128","3688","5235","0.00","0.00","0.00","0.00","-4.58","-3.91","-3.67","-3.01","340.0","340.0","352.5","352.5","334.9","330.3","344.7","341.0","18.9","26.8","52.6","61.7","0.10","0.00","-88.8","1.6","-53.7","62.5","1"
"206.6","1","0","0","0","0","0","0.47","0.20","0.22","11.050","10","100.0","0.0","100.0","7835","-1.8","6","364.55","169.7","170.4","166.6","168.3","0.40","0.56","0.30","0.47","-0.0","-0.0","1.3","1.7","3204","4370","5246","7659","0.00","0.00","0.00","0.00","-4.60","-4.10","-3.80","-3.19","340.0","340.0","352.5","352.5","333.1","329.8","341.5","335.8","26.0","31.4","60.8","65.7","0.11","0.00","-97.2","1.7","-61.4","62.5","1"
"208.2","1","0","0","0","0","0","0.06","-0.19","0.22","11.250","10","100.0","0.0","100.0","7901","1.3","6","371.66","171.1","171.2","168.4","169.3","-0.04","0.04","-0.06","0.09","-0.1","-0.1","1.8","2.3","3233","3559","4106","4776","0.00","0.00","0.00","0.00","-4.29","-4.14","-3.52","-3.27","340.0","340.0","352.5","352.5","333.1","331.7","343.9","342.1","21.1","22.0","57.8","60.3","0.11","0.00","-105.5","1.8","-69.3","62.5","1"
"209.8","1","0","0","0","0","0","-0.21","-0.14","0.21","11.450","10","100.0","0.0","100.0","7966","5.9","6","368.91","173.0","172.6","169.7","170.8","-0.49","-0.35","-0.31","-0.14","-0.1","-0.1","1.7","2.6","4609","3786","4349","3954","0.00","0.00","0.00","0.00","-4.21","-4.37","-3.38","-3.48","340.0","340.0","352.5","352.5","330.1","331.1","343.3","343.9","27.2","24.1","61.0","59.5","0.11","0.00","-114.0","1.9","-77.3","62.5","1"
"211.3","1","0","0","0","0","0","-0.43","0.10","0.23","11.650","10","100.0","0.0","100.0","8021","5.8","6","367.10","174.8","174.1","170.9","172.0","-0.68","-0.52","-0.54","-0.37","-0.1","-0.1","1.4","2.4","5782","4276","5500","4456","0.00","0.00","0.00","0.00","-4.12","-4.51","-3.23","-3.54","340.0","340.0","352.5","352.5","327.6","330.0","340.9","342.8","29.5","24.1","60.6","56.7","0.11","0.00","-122.6","1.9","-85.3","62.5","1"
"210.6","1","0","0","0","0","0","-0.32","-0.14","-1.13","11.850","10","19.4","84.0","100.0","7766","5.5","6","368.90","159.5","152.7","166.0","165.9","-0.71","-0.55","-0.52","-0.34","-7.4","-10.4","-1.0","-0.8","4901","3458","4737","3766","0.00","0.00","0.00","0.00","-4.13","-4.52","-3.25","-3.55","340.0","340.0","352.5","352.5","329.5","331.9","342.5","344.3","29.9","24.6","61.6","57.4","0.11","0.00","-131.3","2.0","-93.1","62.5","1"
"197.9","1","1","0","0","0","0","-0.58","0.20","-1.89","12.050","10","0.0","100.0","100.0","7129","9.3","6","367.88","155.8","145.9","152.7","152.0","-1.08","-0.60","-0.80","-0.61","-5.6","-10.2","-3.2","-3.0","8612","5708","3948","2681","0.00","0.00","0.00","0.00","-4.20","-4.82","-2.72","-3.21","340.0","340.0","352.5","352.5","321.5","326.7","344.2","346.6","43.0","36.6","45.5","38.6","0.12","0.00","-139.8","2.1","-100.7","62.5","1"
"186.0","1","1","0","0","0","0","-0.81","0.08","-1.63","12.250","10","64.0","99.1","100.0","6686","13.9","1","373.79","145.9","140.1","144.0","141.6","-1.63","-1.26","-1.19","-1.01","-5.5","-7.8","-2.9","-3.7","7848","5193","4098","2261","0.00","0.00","0.00","0.00","-4.14","-4.73","-2.53","-3.10","340.0","340.0","352.5","352.5","323.2","327.9","343.9","347.6","38.3","31.1","39.0","32.3","0.12","0.00","-147.9","2.2","-107.6","62.5","1"
"175.6","1","1","0","0","0","0","-0.63","-0.00","-1.50","12.450","10","0.0","79.0","100.0","7605","2.0","5","374.52","137.1","131.2","135.5","135.4","-1.21","-0.86","-1.22","-1.05","-5.9","-8.8","-3.1","-2.6","6823","4222","3838","2404","0.00","0.00","0.00","0.00","-3.97","-4.85","-2.54","-3.20","340.0","340.0","352.5","352.5","325.4","330.2","344.4","347.2","38.4","28.3","43.3","33.0","0.12","0.00","-155.7","2.3","-113.9","62.5","1"
"164.7","1","1","0","0","0","0","-0.63","0.06","-1.57","12.650","10","0.0","79.0","100.0","7092","11.0","5","374.88","129.6","124.6","126.6","126.0","-1.35","-0.97","-0.98","-0.80","-5.4","-7.9","-3.5","-3.3","7487","4819","3605","2106","0.00","0.00","0.00","0.00","-4.06","-4.77","-2.48","-3.10","340.0","340.0","352.5","352.5","324.0","328.8","344.9","347.9","38.3","29.6","39.1","30.1","0.12","0.00","-163.1","2.3","-119.7","62.5","1"
"154.4","1","1","0","0","0","0","-0.54","-0.18","-1.37","12.850","10","80.0","79.0","100.0","8542","13.0","1","380.28","117.0","113.7","119.5","117.5","-1.62","-1.32","-1.29","-1.12","-8.6","-10.2","-2.7","-3.6","5988","4187","2819","1560","0.00","0.00","0.00","0.00","-4.13","-4.56","-2.44","-2.99","340.0","340.0","352.5","352.5","327.2","330.3","346.6","349.1","32.0","25.6","35.1","26.8","0.12","0.00","-170.2","2.4","-125.0","62.5","1"
"144.8","1","1","0","0","0","0","-0.50","-0.23","-1.26","13.050","10","0.0","69.5","100.0","7231","13.9","4","380.75","110.8","99.6","110.4","110.4","-1.66","-1.41","-1.21","-1.06","-7.6","-15.5","-4.0","-3.4","5500","3529","2509","1589","0.00","0.00","0.00","0.00","-4.04","-4.56","-2.45","-3.07","340.0","340.0","352.5","352.5","328.2","331.8","347.2","349.0","30.4","22.5","38.1","26.9","0.12","0.00","-177.0","2.4","-129.8","62.5","1"
"135.0","1","1","0","0","0","0","-0.86","-0.06","-1.30","13.250","10","0.0","68.0","100.0","6699","31.5","4","377.73","106.5","87.8","103.7","100.8","-2.58","-2.29","-1.81","-1.66","-5.4","-22.3","-3.8","-5.0","7198","3848","3189","1183","0.00","0.00","0.00","0.00","-3.95","-4.77","-2.21","-3.24","340.0","340.0","352.5","352.5","324.6","331.1","345.8","349.9","36.9","24.1","39.8","23.4","0.12","0.00","-183.5","2.4","-134.0","62.5","1"
"125.8","1","1","0","0","0","0","-1.16","-0.06","-1.13","13.450","10","0.0","59.4","100.0","6263","45.9","4","378.31","98.6","88.7","97.7","93.5","-3.86","-3.65","-2.76","-2.62","-5.8","-13.1","-3.2","-5.1","6576","2817","3988","1294","0.00","0.00","0.00","0.00","-3.94","-4.75","-2.06","-3.42","340.0","340.0","352.5","352.5","325.9","333.5","344.1","349.7","37.5","22.1","42.7","21.6","0.13","0.00","-189.8","2.4","-137.7","62.5","1"
"118.7","1","1","0","0","0","0","-1.46","-0.01","-0.79","13.650","10","80.0","46.5","100.0","8025","51.9","1","377.50","95.0","81.5","94.3","89.8","-4.75","-4.60","-3.73","-3.64","-4.3","-15.6","-1.3","-3.0","7679","1890","4749","1086","0.00","0.00","0.00","0.00","-3.65","-4.96","-1.90","-3.63","340.0","340.0","352.5","352.5","323.6","335.6","342.5","350.1","38.3","18.1","46.6","20.6","0.13","0.00","-195.8","2.3","-140.7","62.5","1"
"112.5","1","1","0","0","0","0","-1.47","0.01","-0.90","13.850","10","0.0","39.0","100.0","7110","68.0","3","375.38","90.1","73.2","87.6","83.8","-5.64","-5.56","-3.83","-3.73","-4.2","-20.7","-3.3","-4.6","7717","2168","4821","1074","0.00","0.00","0.00","0.00","-3.73","-4.86","-1.97","-3.79","340.0","340.0","352.5","352.5","323.5","335.0","342.3","350.1","39.2","18.0","51.9","23.2","0.13","0.00","-201.8","2.3","-143.1","62.5","1"
"105.9","1","1","0","0","0","0","-1.49","-0.07","-0.75","14.050","10","0.0","26.4","100.0","6644","99.8","3","377.19","85.1","73.2","82.8","77.4","-7.40","-7.49","-4.56","-4.51","-3.9","-13.5","-3.3","-6.0","7262","1710","4869","1101","0.00","0.00","0.00","0.00","-3.85","-4.54","-1.92","-3.78","340.0","340.0","352.5","352.5","324.5","336.0","342.2","350.1","38.1","17.6","50.1","21.6","0.13","0.00","-207.6","2.3","-144.9","62.5","1"
"100.4","1","0","0","0","0","0","-1.62","-0.02","-0.62","14.250","10","0.0","14.9","100.0","6347","141.4","3","376.65","81.0","68.1","78.8","74.2","-10.22","-10.64","-5.69","-5.72","-3.2","-14.2","-3.2","-4.5","7454","1424","5230","1098","0.00","0.00","0.00","0.00","-4.05","-4.29","-1.86","-3.85","340.0","340.0","352.5","352.5","324.1","336.7","341.4","350.1","38.5","16.6","52.3","21.7","0.13","0.00","-213.2","2.3","-145.9","62.5","1"
"95.6","1","0","0","0","0","0","-1.74","0.01","-0.43","14.450","10","0.0","2.5","100.0","6115","175.3","3","375.80","78.0","69.7","75.4","72.0","-12.76","-13.55","-6.68","-6.78","-1.1","-6.4","-2.9","-2.4","7178","658","5889","1628","0.00","0.00","0.00","0.00","-4.05","-3.96","-1.95","-3.99","340.0","340.0","352.5","352.5","324.7","338.5","340.0","348.9","38.7","14.7","57.6","25.8","0.13","0.00","-218.6","2.3","-146.4","62.5","1"
"91.7","1","0","0","0","0","0","-1.82","0.07","-0.42","14.650","10","0.0","0.0","100.0","5864","200.0","3","375.69","75.0","71.1","72.6","68.8","-13.97","-14.97","-6.60","-6.70","-0.6","0.1","-2.7","-2.8","7738","1237","5969","1241","0.00","0.00","0.00","0.00","-4.23","-3.72","-1.82","-4.01","340.0","340.0","352.5","352.5","323.5","337.1","339.9","349.8","39.6","16.5","55.9","22.8","0.13","0.00","-223.8","2.3","-146.1","62.5","1"
"87.9","1","0","0","0","0","0","-1.69","0.01","-0.34","14.850","10","9.9","0.0","100.0","5725","219.7","3","377.90","71.4","68.0","70.4","67.7","-14.20","-15.39","-5.24","-5.29","-0.7","-0.4","-1.2","-0.5","6956","1496","5283","1019","0.00","0.00","0.00","0.00","-4.31","-2.53","-1.90","-4.06","340.0","340.0","352.5","352.5","325.2","336.5","341.3","350.2","36.3","15.4","58.5","25.3","0.13","0.00","-228.7","2.3","-145.2","62.5","1"
"85.3","1","0","0","0","0","0","-1.71","0.09","-0.28","15.050","10","27.4","0.0","100.0","5751","219.6","3","377.08","70.2","66.6","69.4","69.3","-12.13","-13.20","-3.21","-3.20","-0.8","-0.5","0.0","4.9","7859","2062","5460","702","0.00","0.00","0.00","0.00","-4.44","-3.40","-1.86","-4.04","340.0","340.0","352.5","352.5","323.3","335.2","340.9","350.9","38.5","17.8","57.0","24.5","0.13","0.00","-233.2","2.3","-143.6","62.5","1"
"84.9","1","0","0","0","0","0","-1.50","0.06","0.15","15.250","10","45.6","0.0","100.0","5859","179.4","3","378.15","70.7","67.0","69.7","71.5","-8.92","-9.59","-2.36","-2.33","-0.6","-0.6","0.7","8.8","6538","1933","5572","1579","0.00","0.00","0.00","0.00","-4.49","-3.47","-2.17","-3.94","340.0","340.0","352.5","352.5","326.1","335.5","340.7","349.0","32.3","16.3","58.3","31.2","0.14","0.00","-237.4","2.4","-141.5","62.5","1"
"86.3","1","0","0","0","0","0","-1.37","-0.05","0.32","15.450","10","60.2","0.0","100.0","5938","153.6","3","380.26","71.7","67.9","71.2","72.0","-7.96","-8.51","-2.95","-2.95","-0.5","-0.8","1.4","7.7","5087","971","5673","2303","0.00","0.00","0.00","0.00","-4.39","-3.55","-2.40","-3.94","340.0","340.0","352.5","352.5","329.2","337.7","340.5","347.4","27.5","11.9","61.8","37.9","0.14","0.00","-241.4","2.5","-138.9","62.5","1"
"87.9","1","0","0","0","0","0","-1.49","-0.01","0.38","15.650","10","62.5","0.0","100.0","6186","101.3","3","380.40","73.8","69.4","73.2","75.9","-5.83","-6.07","-3.90","-3.94","-0.3","-0.5","2.0","11.9","5907","444","6219","1924","0.00","0.00","0.00","0.00","-3.95","-4.24","-2.17","-4.02","340.0","340.0","352.5","352.5","327.5","339.0","339.3","348.2","30.4","11.5","60.6","33.4","0.14","0.00","-245.0","2.6","-135.7","62.5","1"
"89.9","1","0","0","0","0","0","-1.43","-0.05","0.38","15.850","10","64.1","0.0","100.0","6319","81.3","3","381.35","75.0","71.2","76.3","76.1","-5.56","-5.75","-4.43","-4.44","-0.3","-0.6","4.5","9.3","4963","683","5959","2438","0.00","0.00","0.00","0.00","-3.89","-4.21","-2.30","-3.88","340.0","340.0","352.5","352.5","329.5","338.4","339.9","347.1","26.1","9.7","59.0","35.1","0.14","0.00","-248.4","2.7","-132.1","62.5","1"
"91.7","1","0","0","0","0","0","-1.52","-0.02","0.41","16.050","10","66.4","0.0","100.0","6445","99.2","3","379.51","76.3","72.2","76.6","78.8","-7.01","-7.31","-4.89","-4.92","-0.4","-0.8","2.7","11.0","5373","350","6533","2251","0.00","0.00","0.00","0.00","-3.91","-4.24","-2.20","-4.07","340.0","340.0","352.5","352.5","328.6","339.2","338.6","347.5","28.5","9.7","62.6","35.1","0.14","0.00","-251.3","2.7","-128.0","62.5","1"
"93.4","1","0","0","0","0","0","-1.54","-0.01","0.40","16.250","10","71.1","0.0","100.0","6669","69.7","3","379.18","78.2","74.1","80.3","80.5","-5.76","-5.92","-5.13","-5.19","-0.3","-0.3","5.7","11.4","6179","480","6226","1642","0.00","0.00","0.00","0.00","-3.75","-4.56","-2.11","-4.05","340.0","340.0","352.5","352.5","326.9","338.9","339.3","348.8","30.5","11.5","60.3","32.0","0.14","0.00","-253.8","2.8","-123.5","62.5","1"
"95.5","1","0","0","0","0","0","-1.50","-0.00","0.42","16.450","10","76.2","0.0","100.0","6847","43.6","3","378.87","79.9","76.3","82.4","82.7","-4.59","-4.64","-5.31","-5.36","-0.3","-0.3","6.4","11.8","6112","1225","5773","1740","0.00","0.00","0.00","0.00","-3.67","-4.70","-2.20","-3.93","340.0","340.0","352.5","352.5","327.0","337.1","340.3","348.6","28.3","11.4","58.8","32.7","0.14","0.00","-255.8","2.8","-118.6","62.5","1"
"98.1","1","0","0","0","0","0","-1.41","-0.03","0.56","16.650","10","96.1","0.0","100.0","7106","23.3","3","378.38","81.7","77.9","85.4","85.9","-4.18","-4.24","-5.55","-5.57","-0.2","-0.9","7.6","12.8","4926","517","6532","2604","0.00","0.00","0.00","0.00","-3.55","-4.80","-2.34","-4.04","340.0","340.0","352.5","352.5","329.5","338.8","338.7","346.7","27.3","9.5","63.3","37.8","0.14","0.00","-257.3","2.9","-113.5","62.5","1"
"101.5","1","0","0","0","0","0","-1.24","-0.02","0.63","16.850","10","100.0","0.0","100.0","7560","-29.0","3","377.82","84.8","81.1","90.3","92.0","-2.38","-2.41","-6.54","-6.61","-0.2","-0.4","10.0","17.0","5112","583","6513","2471","0.00","0.00","0.00","0.00","-3.26","-5.12","-2.41","-4.01","340.0","340.0","352.5","352.5","329.1","338.6","338.7","347.0","27.5","10.7","62.6","39.3","0.14","0.00","-258.2","2.9","-108.0","62.5","1"
"105.3","1","0","0","0","0","0","-1.19","0.01","0.69","17.050","10","100.0","0.0","100.0","7748","-47.2","3","377.39","87.4","84.9","91.8","95.0","-1.99","-2.01","-6.06","-6.00","-0.2","-0.4","8.8","15.4","5281","712","6515","2828","0.00","0.00","0.00","0.00","-3.09","-5.15","-2.60","-3.96","340.0","340.0","352.5","352.5","328.8","338.3","338.7","346.2","24.7","10.7","62.7","43.5","0.14","0.00","-258.7","3.0","-102.3","62.5","1"
"109.7","1","0","0","0","0","0","0.12","-0.03","0.62","17.250","10","99.6","0.0","100.0","7595","-96.0","3","376.88","88.6","91.4","89.7","93.4","2.20","2.08","-1.21","-1.04","-0.1","-0.3","4.7","5.6","2201","3107","4440","4763","0.00","0.00","0.00","0.00","-3.39","-4.74","-3.43","-3.38","340.0","340.0","352.5","352.5","335.3","332.7","343.1","341.9","17.0","16.6","58.3","57.5","0.14","0.00","-258.8","3.0","-96.3","62.5","1"
"111.7","1","0","0","0","0","0","1.42","0.12","0.21","17.450","10","45.2","0.0","100.0","7575","-21.5","3","374.56","89.9","93.8","91.3","91.4","1.83","1.91","2.82","2.87","-0.2","-0.1","4.7","0.8","754","6305","2728","6968","0.00","0.00","0.00","0.00","-5.04","-3.48","-4.08","-2.52","340.0","340.0","352.5","352.5","338.4","325.1","346.7","336.9","14.2","33.4","44.0","63.7","0.15","0.00","-259.0","3.1","-90.2","62.5","1"
"113.6","1","0","0","0","0","0","1.14","0.09","0.39","17.650","10","63.3","0.0","100.0","7724","-16.0","3","377.10","92.4","94.5","94.0","92.3","1.74","1.83","1.94","2.05","-0.1","-0.2","5.0","1.2","1613","5987","2802","5831","0.00","0.00","0.00","0.00","-4.91","-3.55","-3.82","-2.59","340.0","340.0","352.5","352.5","336.6","325.9","346.6","339.5","14.6","29.0","42.9","59.1","0.15","0.00","-259.7","3.3","-83.9","62.5","1"
"115.7","1","0","0","0","0","0","0.86","-0.02","0.27","17.850","10","44.8","0.0","100.0","7817","-34.8","3","378.91","94.3","96.2","94.7","93.8","1.80","1.84","0.93","1.03","0.0","-0.1","4.0","1.3","2347","5420","2423","4317","0.00","0.00","0.00","0.00","-4.45","-3.94","-3.55","-2.76","340.0","340.0","352.5","352.5","335.0","327.2","347.4","342.9","16.6","25.3","44.0","54.7","0.15","0.00","-260.8","3.4","-77.7","62.5","1"
"115.0","1","0","0","0","0","0","0.85","-0.05","-0.39","18.050","10","0.0","4.6","100.0","7436","-29.5","3","378.71","93.3","95.4","89.4","89.9","1.61","1.73","1.20","1.34","-0.5","-0.4","-1.0","-2.4","2815","5450","2344","4175","0.00","0.00","0.00","0.00","-4.51","-3.90","-3.51","-2.60","340.0","340.0","352.5","352.5","334.0","327.1","347.5","343.2","16.9","26.3","39.0","52.5","0.15","0.00","-262.3","3.5","-71.4","62.5","1"
"110.6","1","0","0","0","0","0","1.09","-0.07","-0.68","18.250","10","0.0","27.7","100.0","7083","-40.3","3","377.98","86.2","90.9","84.4","86.4","2.22","2.39","1.89","1.99","-3.6","-1.9","-2.3","-2.8","2604","6748","955","3729","0.00","0.00","0.00","0.00","-4.82","-3.79","-3.65","-2.25","340.0","340.0","352.5","352.5","334.4","324.1","350.5","344.2","20.0","35.0","30.6","51.6","0.15","0.00","-264.0","3.5","-65.4","62.5","1"
"105.6","1","0","0","0","0","0","1.48","0.01","-0.56","18.450","10","0.0","10.4","100.0","6745","-46.8","3","378.70","83.2","88.1","79.4","83.2","3.10","3.24","3.14","3.21","-2.1","-0.9","-3.4","-2.7","1651","6823","1669","5278","0.00","0.00","0.00","0.00","-4.93","-3.67","-3.70","-1.98","340.0","340.0","352.5","352.5","336.5","323.9","348.9","340.7","18.2","36.4","24.0","48.8","0.15","0.00","-266.1","3.6","-59.7","62.5","1"
"102.4","1","0","0","0","0","0","1.75","0.05","-0.42","18.650","10","0.0","4.5","100.0","6586","-84.3","3","376.44","81.2","85.8","77.5","81.3","5.22","5.21","3.72","3.74","-1.1","-0.6","-2.5","-2.3","1564","7750","1141","5583","0.00","0.00","0.00","0.00","-4.87","-3.67","-3.91","-1.87","340.0","340.0","352.5","352.5","336.6","321.7","350.1","340.0","16.2","37.9","24.2","53.7","0.15","0.00","-268.6","3.6","-54.5","62.5","1"
"98.9","1","0","0","0","0","0","1.50","-0.12","-0.45","18.850","10","0.0","6.6","100.0","6343","-140.1","3","378.74","75.3","81.2","74.9","78.1","9.20","8.79","4.27","4.28","-3.9","-1.6","-2.3","-2.6","1210","6295","1163","4773","0.00","0.00","0.00","0.00","-4.12","-4.11","-3.85","-1.94","340.0","340.0","352.5","352.5","337.4","325.2","350.0","341.8","14.8","33.9","24.0","53.2","0.15","0.00","-271.5","3.6","-49.8","62.5","1"
"95.0","1","0","0","0","0","0","1.66","-0.03","-0.46","19.050","10","0.0","4.5","100.0","6079","-169.4","3","376.94","71.4","78.0","71.3","75.3","11.73","11.05","5.39","5.34","-4.2","-1.4","-2.8","-2.6","1228","7169","999","5222","0.00","0.00","0.00","0.00","-4.01","-4.13","-3.91","-1.80","340.0","340.0","352.5","352.5","337.4","323.1","350.4","340.8","15.4","36.8","21.1","52.6","0.15","0.00","-274.8","3.6","-45.5","62.5","1"
"91.4","1","0","0","0","0","0","1.70","-0.02","-0.38","19.250","10","0.0","0.1","100.0","5867","-193.4","3","375.53","71.0","75.0","69.0","72.5","13.87","12.92","6.00","5.92","-0.1","-0.7","-2.2","-2.5","936","7291","1084","5569","0.00","0.00","0.00","0.00","-3.76","-4.16","-3.97","-1.79","340.0","340.0","352.5","352.5","338.0","322.9","350.2","340.1","15.0","37.2","22.5","55.0","0.15","0.00","-278.5","3.5","-41.9","62.5","1"
"87.8","1","0","0","0","0","0","1.73","0.01","-0.40","19.450","10","0.0","0.0","100.0","5658","-213.3","3","374.70","68.2","71.9","66.5","69.9","14.68","13.56","5.51","5.44","0.1","-0.7","-1.8","-2.2","1192","7496","894","5512","0.00","0.00","0.00","0.00","-3.62","-4.27","-3.96","-1.81","340.0","340.0","352.5","352.5","337.4","322.4","350.6","340.2","16.0","38.7","23.0","55.2","0.16","0.00","-282.4","3.5","-38.8","62.5","1"
"84.4","1","0","0","0","0","0","1.66","0.00","-0.40","19.650","10","0.0","0.0","100.0","5473","-230.7","3","375.62","65.7","68.9","64.6","67.4","14.87","13.58","4.10","4.12","0.1","-0.7","-1.3","-1.8","1207","6687","1495","5626","0.00","0.00","0.00","0.00","-3.23","-4.46","-3.92","-1.85","340.0","340.0","352.5","352.5","337.4","324.3","349.3","339.9","14.9","35.6","24.3","55.6","0.16","0.00","-286.5","3.4","-36.5","62.5","1"
"81.2","1","0","0","0","0","0","1.64","0.06","-0.39","19.850","10","0.0","0.0","100.0","5296","-235.8","3","374.71","63.2","66.9","62.3","65.4","13.59","12.31","3.16","3.18","-0.0","-0.7","-0.8","-1.3","1200","6853","1608","5765","0.00","0.00","0.00","0.00","-3.21","-4.48","-4.03","-1.92","340.0","340.0","352.5","352.5","337.4","324.0","349.0","339.6","16.2","37.0","24.9","57.0","0.16","0.00","-290.8","3.4","-34.7","62.5","1"
"78.3","1","0","0","0","0","0","1.58","-0.00","-0.37","20.050","10","0.0","0.0","100.0","5101","-227.8","3","376.32","61.0","65.2","59.6","63.4","12.47","11.29","3.44","3.41","0.1","-0.6","-1.0","-1.4","906","6737","1496","5680","0.00","0.00","0.00","0.00","-3.25","-4.43","-3.96","-1.88","340.0","340.0","352.5","352.5","338.0","324.3","349.3","339.8","15.6","36.2","23.9","55.0","0.16","0.00","-295.1","3.4","-33.7","62.5","1"
