"ABS Active","ABS Enabled","Best Lap Time","Brake Pos","CG Accel Lateral","CG Accel Longitudinal","CG Accel Vertical","CG Height","Car Coord X","Car Coord Y","Car Coord Z","Car Pitch Angle","Car Pos Norm","Clutch Pos","Engine Limiter","Engine RPM","Gear","Ground Speed","HR Sample Clock","In Pit","LR Sample Clock","Lap Time","Last Lap Time","Raw Data Sample Rate","Session Lap Count","Steering Angle","Suspension Travel FL","Suspension Travel FR","Suspension Travel RL","Suspension Travel RR","TC Active","TC Enabled","Throttle Pos","Tire Camber FL","Tire Camber FR","Tire Camber RL","Tire Camber RR","Tire Dirt Level FL","Tire Dirt Level FR","Tire Dirt Level RL","Tire Dirt Level RR","Tire Load FL","Tire Load FR","Tire Load RL","Tire Load RR","Tire Loaded Radius FL","Tire Loaded Radius FR","Tire Loaded Radius RL","Tire Loaded Radius RR","Tire Radius FL","Tire Radius FR","Tire Radius RL","Tire Radius RR","Tire Slip Angle FL","Tire Slip Angle FR","Tire Slip Angle RL","Tire Slip Angle RR","Tire Slip Ratio FL","Tire Slip Ratio FR","Tire Slip Ratio RL","Tire Slip Ratio RR","Wheel Angular Speed FL","Wheel Angular Speed FR","Wheel Angular Speed RL","Wheel Angular Speed RR"
"","","s","%","G","G","G","mm","m","m","m","deg","","%","","rpm","","km/h","","","","s","s","Hz","","deg","mm","mm","mm","mm","","","%","deg","deg","deg","deg","","","","","N","N","N","N","mm","mm","mm","mm","mm","mm","mm","mm","deg","deg","deg","deg","%","%","%","%","rad/s","rad/s","rad/s","rad/s"


"0","1","105.392","0.0","-1.59","0.27","-0.03","374.31","622.3","-197.71","13.1","0.00","0.29","100.0","0","7181","6","187.4","1","0","0","24.847","133.376","62.5","5","28.0","35.3","16.1","63.2","39.9","0","0","100.0","-3.60","-4.96","-2.42","-4.00","0.00","0.00","0.00","0.00","6719","1709","6522","2437","326.3","336.0","339.5","347.2","340.0","340.0","352.5","352.5","-3.20","-3.07","-2.38","-2.25","-0.2","-0.2","1.0","-131066.0","155.4","152.5","153.0","153.9"
"0","1","105.392","0.0","-1.55","0.22","0.00","373.24","612.9","-202.23","13.3","0.00","0.29","100.0","0","7230","6","188.8","1","0","0","25.047","133.376","62.5","5","21.7","35.9","17.0","63.4","40.9","0","0","100.0","-3.60","-4.99","-2.46","-3.99","0.00","0.00","0.00","0.00","6717","1922","6553","2530","326.3","335.5","339.5","347.0","340.0","340.0","352.5","352.5","-2.80","-2.66","-2.21","-2.08","-0.1","-0.2","3.0","-131066.0","156.6","153.8","154.6","154.5"
"0","1","105.392","0.0","-1.36","0.22","-0.00","372.57","603.2","-206.22","13.4","0.00","0.30","100.0","0","7270","6","190.2","1","0","0","25.248","133.376","62.5","5","18.1","35.0","17.9","63.4","43.4","0","0","100.0","-3.67","-4.95","-2.56","-3.89","0.00","0.00","0.00","0.00","6413","2000","6438","2919","326.9","335.3","339.7","346.1","340.0","340.0","352.5","352.5","-2.30","-2.14","-1.79","-1.64","-0.1","-0.2","3.0","-131066.0","157.6","155.3","155.5","155.3"
"0","1","105.392","0.0","-1.14","0.21","-0.01","371.90","593.2","-209.74","13.5","0.00","0.30","100.0","0","7316","6","191.8","1","0","1","25.447","133.376","62.5","5","14.8","33.6","19.5","63.3","46.8","0","0","100.0","-3.77","-4.82","-2.72","-3.87","0.00","0.00","0.00","0.00","5985","2480","6191","2918","327.8","334.2","340.2","346.1","340.0","340.0","352.5","352.5","-1.79","-1.63","-1.37","-1.22","-0.1","0.0","3.0","-131072.0","158.8","157.0","156.6","156.1"
"0","1","105.392","0.0","-1.03","0.23","0.03","371.15","582.9","-212.85","13.6","0.00","0.30","100.0","0","7374","6","193.5","1","0","1","25.648","133.376","62.5","5","14.7","32.8","20.5","63.4","49.3","0","0","100.0","-3.89","-4.75","-2.85","-3.86","0.00","0.00","0.00","0.00","5789","2675","6251","3367","328.2","333.8","340.1","345.1","340.0","340.0","352.5","352.5","-1.58","-1.43","-1.17","-1.03","-0.1","0.0","3.0","-131072.0","160.1","158.5","157.9","157.3"
"0","1","105.392","0.0","-0.99","0.22","0.00","371.48","572.5","-215.60","13.8","0.00","0.30","100.0","0","7435","6","195.2","1","0","0","25.847","133.376","62.5","5","14.7","32.0","20.7","63.1","49.8","0","0","100.0","-3.89","-4.67","-2.85","-3.80","0.00","0.00","0.00","0.00","5803","2897","5994","3105","328.2","333.2","340.6","345.7","340.0","340.0","352.5","352.5","-1.52","-1.37","-1.12","-0.97","-0.1","0.0","3.0","-131072.0","161.5","159.9","159.2","158.6"
"0","1","105.392","0.0","-1.00","0.24","0.04","370.64","561.9","-217.98","13.9","0.00","0.30","100.0","0","7492","6","196.8","1","0","0","26.047","133.376","62.5","5","14.1","32.3","21.7","63.2","50.5","0","0","100.0","-3.97","-4.66","-2.91","-3.75","0.00","0.00","0.00","0.00","5683","3140","6115","3790","328.4","332.7","340.4","344.2","340.0","340.0","352.5","352.5","-1.49","-1.33","-1.13","-0.97","-0.1","0.0","3.0","-131072.0","162.9","161.4","160.6","159.6"
"0","1","105.392","0.0","-0.93","0.27","-0.14","373.05","551.1","-220.00","14.0","0.00","0.31","100.0","0","7565","6","198.4","1","0","0","26.248","133.376","62.5","5","14.8","31.7","19.6","63.0","50.0","0","0","100.0","-3.82","-4.74","-2.87","-3.82","0.00","0.00","0.00","0.00","5225","1723","6004","2782","329.3","336.0","340.6","346.4","340.0","340.0","352.5","352.5","-1.54","-1.42","-1.13","-0.98","0.0","0.0","1.0","-131066.0","164.1","162.3","160.6","162.8"
"0","1","105.392","0.0","-0.86","0.26","0.04","371.02","540.1","-221.65","14.2","0.00","0.31","100.0","0","7604","6","200.1","1","0","1","26.447","133.376","62.5","5","8.4","31.9","20.8","63.2","52.2","0","0","100.0","-3.91","-4.70","-2.96","-3.78","0.00","0.00","0.00","0.00","5737","3216","5816","3301","328.3","332.5","341.0","345.3","340.0","340.0","352.5","352.5","-1.21","-1.05","-1.04","-0.88","-0.1","-0.2","1.0","-131066.0","165.5","164.2","161.7","163.3"
"0","1","105.392","0.0","-0.76","0.26","0.06","370.02","529.0","-222.96","14.3","0.00","0.31","100.0","0","7656","6","201.7","1","0","1","26.648","133.376","62.5","5","11.6","31.7","23.1","63.5","54.8","0","0","100.0","-4.06","-4.58","-3.06","-3.70","0.00","0.00","0.00","0.00","5513","3524","5903","3523","328.8","331.8","340.8","344.8","340.0","340.0","352.5","352.5","-1.13","-0.96","-0.75","-0.61","-0.1","0.0","1.0","-131072.0","166.7","165.7","162.8","164.4"
"0","1","105.392","0.0","-0.81","0.25","0.02","370.49","517.8","-223.98","14.5","0.00","0.31","100.0","0","7721","6","203.4","1","0","0","26.847","133.376","62.5","5","12.4","31.4","22.5","63.5","54.7","0","0","100.0","-4.06","-4.64","-3.04","-3.77","0.00","0.00","0.00","0.00","5636","3113","6156","3558","328.5","332.7","340.3","344.7","340.0","340.0","352.5","352.5","-1.19","-1.04","-0.86","-0.69","-0.1","0.0","1.0","-131072.0","168.2","166.8","164.3","165.8"
"0","1","105.392","0.0","-0.79","0.27","-0.08","372.66","506.5","-224.69","14.7","0.00","0.32","100.0","0","7799","6","204.9","1","0","0","27.047","133.376","62.5","5","11.4","30.6","20.4","62.3","52.5","0","0","100.0","-3.93","-4.65","-2.93","-3.66","0.00","0.00","0.00","0.00","5562","2906","5259","3374","328.7","333.2","342.1","345.1","340.0","340.0","352.5","352.5","-1.25","-1.10","-0.92","-0.78","-0.1","-0.2","1.0","-131066.0","169.4","168.0","165.8","167.6"
"0","1","105.392","0.0","-0.66","0.26","0.03","370.96","495.1","-225.08","14.9","0.00","0.32","100.0","0","7834","6","206.5","1","0","0","27.248","133.376","62.5","5","4.9","29.9","23.1","62.6","54.9","0","0","100.0","-4.08","-4.54","-3.14","-3.65","0.00","0.00","0.00","0.00","4874","3266","5688","4212","330.1","332.4","341.2","343.3","340.0","340.0","352.5","352.5","-0.90","-0.77","-0.83","-0.67","-0.1","0.0","1.0","-131072.0","170.5","169.6","166.8","168.0"
"0","1","105.392","0.0","-0.35","0.23","-0.03","371.17","483.6","-225.22","15.0","0.00","0.32","100.0","0","7891","6","208.1","1","0","1","27.447","133.376","62.5","5","1.1","28.2","22.2","62.3","57.7","0","0","100.0","-4.08","-4.58","-3.26","-3.72","0.00","0.00","0.00","0.00","4934","3615","5225","3717","329.9","331.5","342.1","344.4","340.0","340.0","352.5","352.5","-0.44","-0.29","-0.42","-0.29","-0.1","-0.2","1.0","-131072.0","171.6","171.2","167.8","169.4"
"0","1","105.392","0.0","-0.14","0.23","0.07","369.56","472.0","-225.21","15.2","0.00","0.32","100.0","0","7946","6","209.7","1","0","1","27.648","133.376","62.5","5","2.6","27.4","27.3","59.9","58.9","0","0","100.0","-4.77","-4.28","-3.84","-3.46","0.00","0.00","0.00","0.00","4373","4286","5210","5097","331.1","330.0","342.2","341.3","340.0","340.0","352.5","352.5","-0.25","-0.09","-0.15","0.02","-0.1","0.0","1.0","-131072.0","172.8","172.9","169.2","170.5"
"0","1","105.392","0.0","-0.20","0.22","-0.02","370.36","460.3","-225.14","15.3","0.00","0.33","100.0","0","8008","6","211.3","1","0","0","27.847","133.376","62.5","5","2.6","27.4","24.5","60.0","59.2","0","0","100.0","-4.76","-4.43","-3.87","-3.44","0.00","0.00","0.00","0.00","4752","3880","5117","4603","330.3","330.9","342.4","342.4","340.0","340.0","352.5","352.5","-0.24","-0.09","-0.18","-0.01","-0.1","-0.2","1.0","-131072.0","174.2","173.9","170.5","171.8"
"0","1","105.392","0.0","-0.16","0.23","-0.07","371.70","448.5","-225.00","15.5","0.00","0.33","100.0","0","8076","6","212.8","1","0","0","28.047","133.376","62.5","5","2.6","26.8","24.1","58.7","56.1","0","0","100.0","-4.26","-4.33","-3.30","-3.39","0.00","0.00","0.00","0.00","4528","4240","4616","4370","330.7","330.1","343.3","342.9","340.0","340.0","352.5","352.5","-0.27","-0.12","-0.21","-0.04","-0.1","-0.2","1.0","-131072.0","175.4","175.4","171.9","173.3"
"0","1","105.392","0.0","-0.01","0.18","0.11","368.53","436.6","-224.78","15.7","0.00","0.33","100.0","0","8124","6","214.3","1","0","0","28.248","133.376","62.5","5","-3.8","27.8","27.6","58.9","57.6","0","0","100.0","-4.47","-4.19","-3.37","-3.37","0.00","0.00","0.00","0.00","4903","6269","4753","4676","330.0","325.3","343.1","342.3","340.0","340.0","352.5","352.5","-0.03","0.16","-0.20","-0.03","-0.1","-0.2","1.0","-131072.0","176.7","177.5","173.0","174.3"
"0","1","105.392","0.0","0.23","0.20","-0.07","370.56","424.7","-224.56","15.8","0.00","0.33","100.0","0","8177","6","215.8","1","0","1","28.447","133.376","62.5","5","-5.0","25.1","27.6","57.6","60.9","0","0","100.0","-4.38","-4.14","-3.55","-3.20","0.00","0.00","0.00","0.00","3886","4079","4351","5465","332.0","330.5","343.9","340.6","340.0","340.0","352.5","352.5","0.35","0.49","0.19","0.36","-0.1","0.0","1.0","-131072.0","177.4","178.0","174.0","175.5"
"0","1","105.392","0.0","0.28","0.18","0.02","369.66","412.7","-224.41","16.0","0.00","0.34","100.0","0","8233","6","217.2","1","0","1","28.648","133.376","62.5","5","-3.0","25.4","28.6","56.4","60.8","0","0","100.0","-4.48","-4.08","-3.53","-3.14","0.00","0.00","0.00","0.00","4268","5583","4236","4979","331.2","326.9","344.1","341.6","340.0","340.0","352.5","352.5","0.33","0.51","0.24","0.40","-0.1","-0.2","1.0","-131072.0","178.8","179.6","175.4","176.5"
"0","1","105.392","0.0","0.15","0.20","-0.08","370.37","400.6","-224.38","16.2","0.00","0.34","100.0","0","8278","6","218.6","1","0","0","28.847","133.376","62.5","5","-1.1","25.6","28.5","58.1","61.1","0","0","100.0","-4.39","-4.12","-3.52","-3.20","0.00","0.00","0.00","0.00","3938","3964","4613","5439","331.9","330.7","343.3","340.6","340.0","340.0","352.5","352.5","0.19","0.34","0.16","0.34","-0.1","0.0","1.0","-131072.0","179.8","180.1","176.2","177.6"
"0","1","105.392","0.0","0.04","0.20","-0.03","370.69","388.4","-224.40","16.3","0.00","0.34","100.0","0","8334","6","219.9","1","0","0","29.047","133.376","62.5","5","-0.3","26.1","26.8","58.1","58.9","0","0","100.0","-4.37","-4.24","-3.43","-3.34","0.00","0.00","0.00","0.00","4584","4635","4624","4675","330.6","329.2","343.3","342.3","340.0","340.0","352.5","352.5","0.04","0.20","0.01","0.18","-0.1","-0.2","1.0","-131072.0","181.2","181.4","177.5","178.8"
"0","1","105.392","0.0","0.02","0.19","0.13","368.03","376.1","-224.45","16.5","0.00","0.35","100.0","0","8377","6","221.3","1","0","0","29.248","133.376","62.5","5","0.5","28.4","29.7","58.4","58.7","0","0","100.0","-4.56","-4.25","-3.43","-3.27","0.00","0.00","0.00","0.00","4627","5859","4934","5507","330.5","326.3","342.7","340.5","340.0","340.0","352.5","352.5","-0.07","0.12","-0.07","0.10","0.0","0.0","1.0","-131072.0","182.4","183.1","178.4","179.6"
"0","1","105.392","0.0","-0.08","0.18","0.04","369.01","363.8","-224.49","16.7","0.00","0.35","100.0","0","8421","6","222.6","1","0","1","29.447","133.376","62.5","5","2.3","27.6","28.1","59.9","60.0","0","0","100.0","-4.40","-4.23","-3.46","-3.42","0.00","0.00","0.00","0.00","4470","4680","5098","5156","330.8","329.1","342.4","341.3","340.0","340.0","352.5","352.5","-0.19","-0.02","-0.13","0.04","-0.1","0.0","1.0","-131072.0","183.4","183.6","179.4","180.6"
"0","1","105.392","37.4","-0.22","-0.56","0.13","366.96","351.4","-224.47","16.9","0.00","0.35","100.0","0","8320","6","222.9","1","0","1","29.648","133.376","62.5","5","4.5","29.4","29.5","59.3","58.9","0","0","40.1","-4.40","-4.28","-3.38","-3.22","0.00","0.00","0.00","0.00","5078","4618","5309","6883","329.5","329.2","341.9","337.5","340.0","340.0","352.5","352.5","-0.39","-0.20","-0.26","-0.05","-2.2","-2.2","-1.0","-131072.0","179.8","179.6","177.5","178.1"
"0","1","105.392","100.0","-0.34","-2.03","-0.02","371.17","339.3","-224.37","17.0","0.00","0.35","100.0","0","7333","6","210.9","1","0","0","29.847","133.376","62.5","5","3.1","40.4","36.5","43.2","39.8","0","0","0.0","-4.39","-4.60","-2.85","-3.06","0.00","0.00","0.00","0.00","7611","6544","2773","2193","324.3","324.7","347.0","347.7","340.0","340.0","352.5","352.5","-0.71","-0.26","-0.65","-0.46","-6.0","-7.0","-7.0","-131078.0","164.6","162.1","157.0","156.4"
"0","1","105.392","100.0","-0.63","-1.96","-0.05","375.99","328.0","-224.14","17.2","0.00","0.36","100.0","0","6791","6","196.8","1","0","0","30.047","133.376","62.5","5","0.3","40.9","33.1","36.9","28.5","0","0","0.0","-4.15","-4.79","-2.47","-3.03","0.00","0.00","0.00","0.00","7652","5566","3171","1770","324.3","327.1","346.2","348.6","340.0","340.0","352.5","352.5","-1.23","-0.77","-1.46","-1.28","-6.4","-15.8","-5.0","-131078.0","153.1","136.2","147.4","142.8"
"1","1","105.392","97.2","-0.90","-1.73","-0.04","377.59","317.4","-223.70","17.3","0.00","0.36","100.0","0","7112","1","183.5","1","0","0","30.248","133.376","62.5","5","2.3","41.5","29.9","37.4","23.8","0","0","80.0","-3.94","-4.96","-2.25","-3.15","0.00","0.00","0.00","0.00","7797","4683","3578","1489","324.0","329.1","345.4","349.3","340.0","340.0","352.5","352.5","-1.82","-1.39","-2.11","-1.93","-6.3","-15.6","-3.0","-131084.0","143.0","126.4","141.3","129.4"
"1","1","105.392","85.7","-1.04","-1.57","-0.03","377.80","307.6","-222.96","17.4","0.00","0.36","100.0","0","7250","5","172.3","1","0","1","30.447","133.376","62.5","5","6.2","41.0","25.8","41.6","23.0","0","0","0.0","-3.77","-5.05","-2.15","-3.32","0.00","0.00","0.00","0.00","7732","3882","3885","1461","324.2","331.0","344.8","349.3","340.0","340.0","352.5","352.5","-2.29","-1.92","-2.36","-2.19","-5.7","-19.8","-5.0","-131078.0","135.3","115.3","131.6","126.6"
"1","1","105.392","83.1","-1.01","-1.50","-0.03","378.13","298.4","-221.88","17.5","0.00","0.36","100.0","0","7083","1","161.3","1","0","1","30.648","133.376","62.5","5","8.4","40.5","26.2","39.4","22.0","0","0","80.0","-3.84","-4.98","-2.17","-3.24","0.00","0.00","0.00","0.00","7549","4116","3504","1435","324.5","330.5","345.5","349.4","340.0","340.0","352.5","352.5","-2.30","-1.93","-2.46","-2.31","-5.6","-24.2","-3.0","-131084.0","126.8","102.3","124.7","114.2"
"1","1","105.392","74.2","-1.27","-1.38","-0.01","378.22","289.9","-220.49","17.6","0.00","0.36","100.0","0","7433","4","151.4","1","0","0","30.847","133.376","62.5","5","15.6","40.2","23.3","41.5","20.6","0","0","0.0","-3.70","-5.07","-2.04","-3.39","0.00","0.00","0.00","0.00","7741","3287","4229","1325","324.2","332.4","344.1","349.6","340.0","340.0","352.5","352.5","-3.01","-2.69","-3.05","-2.89","-5.1","-13.0","-5.0","-131078.0","119.7","110.6","116.0","111.0"
"1","1","105.392","43.5","-1.75","-1.07","0.14","375.81","281.9","-218.71","17.6","0.00","0.37","100.0","0","6859","4","142.3","1","0","0","31.047","133.376","62.5","5","29.6","43.5","23.7","45.4","19.3","0","0","0.0","-3.60","-5.21","-1.89","-3.60","0.00","0.00","0.00","0.00","9282","3123","4774","973","321.0","332.8","343.0","350.4","340.0","340.0","352.5","352.5","-3.67","-3.34","-3.78","-3.68","-2.7","-6.2","-3.0","-131084.0","116.4","108.4","110.6","98.8"
"0","1","105.392","20.8","-2.08","-0.74","0.15","374.06","274.6","-216.43","17.6","0.00","0.37","100.0","0","6777","4","135.5","1","0","0","31.248","133.376","62.5","5","55.8","42.5","17.8","57.1","24.9","0","0","0.0","-3.50","-5.16","-1.89","-4.00","0.00","0.00","0.00","0.00","8981","2014","6127","1360","321.7","335.3","340.3","349.5","340.0","340.0","352.5","352.5","-6.50","-6.40","-5.84","-5.83","-2.0","-11.0","-3.0","-131078.0","111.3","97.5","106.2","100.7"
"0","1","105.392","2.9","-2.05","-0.38","0.08","375.49","267.8","-213.55","17.7","0.00","0.37","100.0","0","6596","4","130.4","1","0","1","31.447","133.376","62.5","5","84.3","41.1","16.0","58.5","25.8","0","0","7.9","-3.66","-4.89","-1.91","-4.05","0.00","0.00","0.00","0.00","8048","1378","6195","1388","323.6","336.8","340.2","349.5","340.0","340.0","352.5","352.5","-9.88","-10.01","-7.90","-7.97","-0.8","-3.8","-3.0","-131072.0","107.3","99.8","102.7","98.6"
"0","1","105.392","0.0","-2.07","-0.29","0.10","375.24","261.5","-210.08","17.8","0.00","0.37","100.0","0","6416","4","126.5","1","0","1","31.648","133.376","62.5","5","110.5","40.9","15.5","60.6","27.2","0","0","4.4","-3.80","-4.66","-1.93","-4.11","0.00","0.00","0.00","0.00","7920","1198","6442","1455","323.9","337.2","339.7","349.3","340.0","340.0","352.5","352.5","-12.95","-13.29","-9.42","-9.53","-0.4","0.2","-3.0","-131072.0","103.2","99.4","99.2","96.7"
"0","1","105.392","0.0","-2.01","-0.23","0.07","376.12","255.9","-206.08","17.9","0.00","0.37","100.0","0","7096","1","122.2","1","0","0","31.847","133.376","62.5","5","128.5","40.6","15.8","59.6","26.3","0","0","80.0","-3.91","-4.48","-1.92","-4.08","0.00","0.00","0.00","0.00","7832","1167","6206","1323","324.1","337.3","340.2","349.6","340.0","340.0","352.5","352.5","-14.70","-15.16","-9.96","-10.07","-0.6","0.4","-1.0","-131072.0","98.8","95.5","97.2","94.5"
"0","1","105.392","0.0","-2.00","-0.40","0.09","376.13","250.9","-201.62","18.0","0.00","0.37","100.0","0","7519","3","118.5","1","0","0","32.047","133.376","62.5","5","155.4","40.2","15.4","60.3","26.9","0","0","0.0","-4.04","-4.22","-1.92","-4.11","0.00","0.00","0.00","0.00","7814","1238","6302","1306","324.2","337.1","340.0","349.6","340.0","340.0","352.5","352.5","-15.91","-16.53","-9.32","-9.36","-0.6","0.4","-5.0","-131072.0","95.0","92.2","90.9","90.4"
"0","1","105.392","0.0","-1.92","-0.49","0.06","377.56","246.7","-196.81","18.0","0.00","0.37","100.0","0","7126","3","113.5","1","0","0","32.248","133.376","62.5","5","189.2","40.2","16.6","57.4","23.9","0","0","0.0","-4.24","-3.85","-1.87","-4.01","0.00","0.00","0.00","0.00","7843","1379","5867","1212","324.2","336.8","340.9","349.8","340.0","340.0","352.5","352.5","-16.31","-17.17","-7.83","-7.83","-0.7","0.4","-5.0","-131078.0","90.8","88.2","87.3","84.6"
"0","1","105.392","0.0","-1.82","-0.37","-0.01","378.79","243.1","-191.77","18.1","0.00","0.38","100.0","0","7042","3","108.9","1","0","1","32.447","133.376","62.5","5","201.6","39.8","16.0","57.2","23.1","0","0","15.1","-4.29","-3.68","-1.83","-4.03","0.00","0.00","0.00","0.00","7501","948","5710","931","325.0","337.8","341.2","350.5","340.0","340.0","352.5","352.5","-15.12","-16.09","-5.68","-5.62","-0.7","0.0","-1.0","-131072.0","87.6","84.9","86.3","83.5"
"0","1","105.392","0.0","-1.90","-0.01","0.19","376.08","240.3","-186.52","18.2","0.00","0.38","100.0","0","7200","3","106.5","1","0","1","32.648","133.376","62.5","5","200.8","40.6","17.2","60.4","25.8","0","0","40.9","-4.29","-3.71","-1.88","-4.13","0.00","0.00","0.00","0.00","8079","1177","6701","1551","323.9","337.3","339.2","349.1","340.0","340.0","352.5","352.5","-12.13","-13.03","-2.92","-2.83","-0.7","-0.6","1.0","-131066.0","87.0","83.7","86.4","87.2"
"0","1","105.392","0.0","-1.47","0.19","0.02","378.73","238.1","-181.02","18.3","0.00","0.38","100.0","0","7327","3","107.1","1","0","0","32.847","133.376","62.5","5","195.4","29.9","14.7","59.4","35.8","0","0","57.4","-4.59","-3.22","-2.33","-3.89","0.00","0.00","0.00","0.00","6257","1496","5654","1781","327.5","336.5","341.3","348.6","340.0","340.0","352.5","352.5","-10.63","-11.52","-2.04","-1.96","-0.7","-0.8","1.0","-131066.0","87.8","84.4","87.3","89.4"
"0","1","105.392","0.0","-1.67","0.19","0.06","377.78","236.4","-175.28","18.4","0.00","0.38","100.0","0","7494","3","108.2","1","0","0","33.047","133.376","62.5","5","124.6","32.6","13.4","61.2","34.1","0","0","64.5","-4.16","-3.98","-2.23","-4.00","0.00","0.00","0.00","0.00","6198","1051","6411","2166","327.6","337.6","339.8","347.7","340.0","340.0","352.5","352.5","-7.79","-8.16","-3.13","-3.09","-0.4","-0.8","3.0","-131066.0","89.8","85.5","90.6","90.1"
"0","1","105.392","0.0","-1.57","0.40","0.00","378.02","235.4","-169.32","18.5","0.00","0.38","100.0","0","7620","3","109.9","1","0","0","33.248","133.376","62.5","5","31.8","32.5","11.9","61.3","34.9","0","0","68.4","-3.53","-4.89","-2.27","-3.96","0.00","0.00","0.00","0.00","6279","897","5954","2159","327.5","337.9","340.7","347.7","340.0","340.0","352.5","352.5","-3.25","-3.20","-3.77","-3.74","-0.1","-0.4","3.0","-131066.0","91.9","88.2","90.8","93.0"
"0","1","105.392","0.0","-1.46","0.37","0.08","376.71","235.0","-163.16","18.6","0.00","0.38","100.0","0","7813","3","112.3","1","0","1","33.447","133.376","62.5","5","27.5","32.2","13.3","61.9","37.6","0","0","89.8","-3.56","-4.89","-2.37","-3.96","0.00","0.00","0.00","0.00","6163","1175","6271","2347","327.7","337.3","340.1","347.3","340.0","340.0","352.5","352.5","-2.66","-2.58","-2.77","-2.69","-0.1","-0.2","3.0","-131066.0","93.6","90.8","94.0","94.4"
"0","1","105.392","0.0","-1.15","0.63","0.02","377.02","235.1","-156.82","18.7","0.00","0.38","100.0","0","8067","3","116.1","1","0","1","33.648","133.376","62.5","5","40.4","27.2","13.2","62.4","44.4","0","0","100.0","-3.83","-4.53","-2.66","-3.85","0.00","0.00","0.00","0.00","5159","1400","5947","2821","329.7","336.7","340.7","346.3","340.0","340.0","352.5","352.5","-2.60","-2.58","-1.77","-1.68","-0.2","-0.2","3.0","-131066.0","96.3","94.1","95.4","99.1"
"0","1","105.392","0.0","-1.29","0.42","0.02","377.13","235.7","-150.30","18.8","0.00","0.39","100.0","0","8332","3","119.8","1","0","0","33.847","133.376","62.5","5","49.7","28.3","13.3","62.8","43.4","0","0","100.0","-3.85","-4.51","-2.58","-3.89","0.00","0.00","0.00","0.00","5334","1066","6167","2623","329.3","337.5","340.3","346.7","340.0","340.0","352.5","352.5","-2.98","-3.00","-1.93","-1.84","-0.1","-0.2","5.0","-131066.0","99.6","96.8","100.4","100.5"
"0","1","105.392","0.0","-1.21","0.51","-0.13","378.54","236.9","-143.65","18.9","0.00","0.39","100.0","0","8603","3","123.2","1","0","0","34.047","133.376","62.5","5","40.5","29.4","13.0","62.7","41.3","0","0","100.0","-3.73","-4.66","-2.44","-3.90","0.00","0.00","0.00","0.00","5237","652","5546","2064","329.5","338.5","341.5","347.9","340.0","340.0","352.5","352.5","-2.94","-2.94","-2.46","-2.38","-0.1","-0.2","5.0","-131066.0","102.5","99.4","103.3","104.1"
"0","1","105.392","0.0","-1.30","0.19","-0.13","378.66","238.7","-136.99","19.0","0.00","0.39","100.0","0","6692","4","124.1","1","0","0","34.248","133.376","62.5","5","43.1","34.0","14.8","59.0","33.9","0","0","100.0","-3.67","-4.75","-2.31","-3.86","0.00","0.00","0.00","0.00","5999","1136","5256","1974","328.0","337.3","342.1","348.1","340.0","340.0","352.5","352.5","-3.04","-2.95","-2.40","-2.29","-0.1","0.0","1.0","-131066.0","103.4","100.3","100.8","103.5"
"0","1","105.392","0.0","-1.42","0.45","-0.02","378.12","241.0","-130.42","19.1","0.00","0.39","100.0","0","6944","4","127.0","1","0","1","34.447","133.376","62.5","5","46.4","27.6","11.2","62.7","40.6","0","0","100.0","-3.74","-4.52","-2.50","-3.93","0.00","0.00","0.00","0.00","4897","1122","6589","3034","330.2","337.4","339.4","345.8","340.0","340.0","352.5","352.5","-3.64","-3.65","-2.68","-2.58","-0.2","-0.6","3.0","-131066.0","105.2","102.3","106.2","105.8"
"0","1","105.392","0.0","-1.70","0.40","0.16","376.00","243.9","-123.91","19.2","0.00","0.39","100.0","0","7090","4","129.8","1","0","1","34.648","133.376","62.5","5","55.7","29.2","12.1","63.7","40.3","0","0","100.0","-3.80","-4.55","-2.44","-4.01","0.00","0.00","0.00","0.00","6088","1596","7009","2928","327.8","336.3","338.6","346.0","340.0","340.0","352.5","352.5","-4.20","-4.22","-2.84","-2.74","-0.2","-0.4","3.0","-131066.0","107.8","104.6","108.5","108.0"
"0","1","105.392","0.0","-1.80","0.43","0.11","375.76","247.4","-117.54","19.3","0.00","0.39","100.0","0","7261","4","132.4","1","0","0","34.847","133.376","62.5","5","57.0","31.3","12.7","63.7","38.9","0","0","100.0","-3.73","-4.66","-2.32","-4.08","0.00","0.00","0.00","0.00","6997","1616","6660","1741","326.0","336.2","339.3","348.6","340.0","340.0","352.5","352.5","-4.71","-4.74","-3.34","-3.29","-0.3","-0.4","3.0","-131060.0","110.2","106.7","108.9","112.8"
"0","1","105.392","0.0","-1.62","0.36","-0.10","377.47","251.6","-111.40","19.4","0.00","0.39","100.0","0","7483","4","134.8","1","0","0","35.047","133.376","62.5","5","58.9","32.4","12.2","63.1","36.4","0","0","100.0","-3.66","-4.73","-2.21","-4.11","0.00","0.00","0.00","0.00","6371","529","6309","1110","327.2","338.8","340.0","350.0","340.0","340.0","352.5","352.5","-5.43","-5.50","-4.02","-3.99","-0.2","-0.2","5.0","-131060.0","111.9","108.3","113.6","114.9"
